职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
运维工程师,人人普惠（深圳）互联网科技有限公司,2年经验,大专,深圳-南山区,8000,10000,1、负责Nginx、Redis、Tomcat、Mongo、Kafka、Zookeeper、NFS服务器进行部署和调优；2、负责两个产品线在测试环境和阿里生产环境的版本发布上线工作；3、能够使用Jenkins、Docker等进行自动化容器部署，对新技术和方案进行调研评估和引进；4、监控并保障生产环境各项服务正常运行，故障时快速定位并解决问题；5、为运维体系的效率和结果负责，提高研发团队生产效率。任职要求：1、计算机相关专业，两年或以上运维相关工作经验；2、熟悉Nginx、Redis、Tomcat、Mongo、Kafka、Zookeeper、NFS等常用服务的安装、配置和维护、优化及排错；3、精通Linux操作系统，docker、Openstack、KVM、VMware中一种或多种熟悉者优先，尤其是对Docker有部署生产使用经验更佳。4、熟悉Zabbix运维监控及配置管理软件的安装、配置及管理维护；5、熟悉Mysql，Oracle数据库的相关知识，能对其进行管理、配置和调优；6、熟悉shell/python脚本语言。7、负责过企业级项目，有大型互联网项目开发、运维、架构以及阿里云运维经验者优先考虑。,民营公司,50,150,互联网/电子商务
淘宝客服,深圳市新旭通科技有限公司,1年经验,高中,深圳-龙华新区,4000,5500,处理公司网店的订单，对购买的客户电话进行订单确认，安排打单发货等。要求：大专以上学历细致，有耐心，乐观向上会用office等办公软件，打字速度快。,民营公司,50,50,互联网/电子商务
农产品研究总监,布瑞克（苏州）农业信息科技有限公司,5-7年经验,本科,苏州-相城区,15000,20000,岗位职责：1、负责搭建公司相关产业链研究框架；2、负责组织公司内部相关产业研究员做好研究分析、交易策略、报告撰写及发布；3、撰写相关研发报告，维护数据库、资料库；根据需求完成公司内外培训和品种市场调研工作；4、负责公司相关产业链研发观点的发布、推广，包括但不限于企业路演、会议演讲、视频录制、内部培训等。任职要求：1、研究生以上学历，经济学、金融、管理学或相关专业，条件优秀者可放宽至本科；2、具有良好的经济学功底和逻辑思维能力，较强的语言表达能力、数据处理能力、协调沟通、综合分析与组织能力；3、具有良好的团队精神和高度责任感，综合素质高。4、熟悉证券及期货市场，对相关产业链及衍生品有深入理解和认识，对相关工作有浓厚兴趣；5、在金融机构或大型相关企业、咨询机构从事相关工作五年及以上者优先；,民营公司,150,500,"农/林/牧/渔,互联网/电子商务"
电商/美工/双休,深圳市喜达科技有限公司,2年经验,大专,深圳-宝安区,5000,8000,工作职责：1、负责公司旗下电子商务平台店铺的规划以及设计；图片后期制作处理更新。结合商品的特性，制作成图文并茂、产品卖点突出，能引起购买欲望的图片；2、负责所有页面设计、改版、更新；(包括店铺首页设计及排版、产品详细内容页的设计及排版、所有广告图片设计)；3、根据反馈的意见对设计方案进行修改和调整；4、协助各个业务部门处理工作中遇到的产品图片问题。职位要求：1、大专以上学历，艺术设计专业，年龄25-30岁，2年以上相关工作经验，有3C数码类、亚马逊外贸等产品行业一年以上设计经验优先考虑；2、熟悉亚马逊、 速卖通、 Ebay 天猫等电商平台；3、服从领导安排，责任心强，有良好的职业操守；4、有较强的团队合作精神；善于与人沟通，工作细致耐心。特别说明：投递简历时一定要把个人优秀作品附带到简历上或发送邮件至1321155029@qq.com，非常感谢！薪资福利待遇：1、薪资：基本薪资+加班费+全勤奖+奖金+季度绩效+年终奖+其他福利；2、工作时间：五天八小时（周末双休）09：00--12：30   14：00--18：003、保险制度：缴纳五险一金4、节日假期：享有各种有薪假期，包括法定节假日、年休假、婚假、产假、配偶生育休假等各类假期；5、节日补贴：根据民俗节日为员工发放节日礼品或礼金；6、文化活动：不定期举行公司活动、文体活动、公司一年一次出省旅游以及周边旅游，通过多姿多彩的文娱生活，让大家感受家一样的温暖；7、公司氛围：舒适、整洁、高档的办公环境，积极、快乐的工作氛围；科学化、人文化的管理理念，持续性、前瞻性的经营理念；8、培训福利：良好的培训机制，为每一位员工快速实现自我提升和成就自我创造。乘车路线：附近公交：银田工业区（走路5分钟左右）附近地铁：西乡地铁站B出口1号线、碧海湾E出口11号线(走路约15分钟左右）,民营公司,50,50,互联网/电子商务
分销专员,杭州青梅网络科技有限公司,2年经验,本科,杭州-余杭区,6000,9000,1、负责公司淘宝，云集，考拉，拼多多等分销平台的分销运营工作。2、维护与各分销平台之间的关系。3、对分销产品线进行管理，负责商品属性的后台配置工作，确保分销平台流程的畅通和规范的运作；4、分销的跟踪回访，整理并分析分销数据，及进做出调整部署。5、提升公司分销产品销售额，完成销售目标。任职要求1、本科及以上学历，贸易、商务、电商、互联网等相关专业；2、2年以上淘宝或其它主要平台电商分销经验，如拼多多等渠道拓展工作经验；3、熟悉国内平台电商业务，精通各平台业务规则；4、具备与国内各大跨境电商平台沟通的经验与能力，具备客户沟通管理能力；素质要求1、1-2年以上销售行业工作经验，反应敏捷，表达能力强，具有较强的沟通能力及交际技巧，具有亲和力。2、具有一定的市场分析及判断能力，良好的客户服务意识。,民营公司,50,150,互联网/电子商务
业务助理,上海挚爱婴童用品有限公司,无工作经验,大专,上海-闵行区,3000,4500,任职要求1 年龄20~30周岁，***，户籍不限，学历不限（应届毕业生亦可）。2 熟悉电子商务操作流程，对产品介绍，信息查询，问题解答有一定认知。3 性格开朗，勇于创新，沟通和协调能力好，有团队精神。4 有电子商务行业客服从业经历者优先。5 熟练使用基本办公软件，微信，QQ等网络工具。岗位职责1 通过即时聊天工具完成对客户的维护和问题的处理。2 能独立完成公司交付的销售任务指标和相关工作3 具备一定的产品销售技巧和市场推广知识。福利待遇1 基本福利为底薪+午餐补贴+过节费+双薪年终奖+浮动奖金。2 做五休二，工作时间早9点至晚6点。法定节假日休息。3 如需加班，节假日双倍工资。,民营公司,50,50,互联网/电子商务
行政专员,北京中青在线网络信息技术有限公司,1年经验,本科,北京,4500,6000,1、协助上级领导对各项行政事务的安排及执行；2、文件资料的收集、整理、归档、资料的鉴定及统计管理工作；3、单位日常行政运作；4、积极完成上级交办的临时事务。任职要求：1、行政管理或相关专业，本科以上学历；2、一年以上相关工作经验；3、具备一定的行政管理知识；4、工作细致、认真、有责任心，较强的文字撰写能力，较强的沟通协调以及语言表达能力；5、熟练使用office办公软件及自动化设备，具备基本的网络知识。,国企,50,150,"互联网/电子商务,文字媒体/出版"
医疗数据专员,上海创贤网络科技有限公司,无工作经验,大专,上海-杨浦区,4500,6000,岗位职责：1、负责病历数据的录入整理；2、负责医院专家库的录入整理维护；任职要求：1、本科以上学历，具备1年以上相关工作经验；2、认真、踏实、细心，执行力强，抗压性强；,创业公司,150,500,"互联网/电子商务,计算机软件"
财务会计,成都汇和天下科技有限公司,3-4年经验,大专,成都-双流区,3000,4500,准备和报送会计报表，协助办理税务报表的申报，财务科的账目处理，出纳现金管理，统计员工业绩考核工资、发放工资，配合其他部门业务交流工作，完成上级领导交代的其他工作。,民营公司,50,150,"互联网/电子商务,金融/投资/证券"
销售代表,武汉世顺泽网络科技有限公司,1年经验,大专,武汉-洪山区,5000,10000,"岗位职砉:1、通过微信和客户进行沟通,公司提供手机、电脑和专业的渠道(不用自己寻找客户);2、对客户进行跟踪服务,维护与客户的关系;3、联系客户,帮客户分析情况;任职资格:1、电脑基本操作熟练、比起学历我们更看重工作能力2、具备定的市场分析及判断能力,良好的客户服务意识;3、一年到两年的销售的经验;薪资待遇;1、试用底薪无责3500+提成+奖金,月入轻松过万2、享有年底奖金,办公环境优越;3、临近公交及地铁,交通便利联系方式：夏***18186505709",民营公司,50,150,"金融/投资/证券,互联网/电子商务"
品牌公关专员,杭州自如资产管理有限公司,1年经验,本科,杭州-下城区,6000,8000,【岗位职责】1.能够根据自如品牌定位及业务发展情况，参与制定并及时调整公关计划，负责公关计划的执行，并迅速应对危机突发状况；2. 负责公司与媒体、政府等相关部门的联系沟通工作，配合公司各项公关活动实施；3.能够独立撰写公关稿件、媒体通稿，负责公司内外部沟通，对长租公寓、互联网市场等有良好认知，并据此调整对外输出。【岗位要求】1.统招本科及以上学历，须1年以上媒体、公关等相关工作经验；2. 熟悉公关传播技巧，具备良好的文字功底、敏锐的新闻嗅觉和行业洞察力；3. 对移动互联网、长租公寓行业发展趋势及问题有良好的认知；4.具有大中型互联网公司公关经验、丰富的媒体资源者优先。,民营公司,5000,10000,"互联网/电子商务,房地产"
应届毕业生+固定双休+晋升机会,安徽聚欣信息咨询有限公司,无工作经验,大专,合肥-滨湖新区,6000,8000,应届毕业生的舞台，在这里只要你有能力，有想赚钱的欲望，愿意与企业同进退，学习力强，安徽聚欣信息咨询有限公司随时欢迎你的加入。福利待遇：无责底薪（3000-4000）+高提成+各项奖金，公司每月15号准时发放工资、提成及奖金。节假日福利，生日慰问，公司节假日不定期旅游和聚餐正常做：6000左右 认真做：10000左右努力做：15000左右 拼命做：20000以上工作时间，下午13：00-18：00      19：00-22：00 每周双休，法定节假日正常休息岗位职责：1、参加带薪岗前培训，利用网络进行公司产品的销售及推广；2、负责公司网上贸易平台的操作管理和产品信息的发布；3、了解和搜集网络上各同行及竞争产品的动态信息；,合资,50,150,"互联网/电子商务,奢侈品/收藏品/工艺品/珠宝"
IT技术支持工程师,北京中认环宇信息安全技术有限公司,无工作经验,本科,北京-丰台区,4500,6000,工作职责：1.负责信息数据日常维护管理工作；2.负责处理信息系统使用过程中的各项问题；3.系统的日常维护、补丁更新、安全检查，数据备份；任职要求：1.计算机相关专业，本科及以上学历2.熟练使用计算机办公软件；3.熟悉数据库、系统开发相关知识者从优;4.良好的语言表达及较强的沟通能力；5.能够长期在北京生活，具备吃苦耐劳和学习精神。,国企,50,50,"互联网/电子商务,计算机软件"
数据架构师,上海乐赚互联网金融信息服务有限公司,无工作经验,本科,上海-浦东新区,20000,40000,"岗位职责：1.建立和完善数据架构规范和技术路线2.根据公司所在的行业建立具有前瞻性的数据模型3.根据业务需求，指导和落实数据库设计和数据分析任职要求:1. 精通各主流数据库如Oracle, MySQL等2.精通数据建模和数据仓库设计3.熟悉大数据技术hadoop, hive, spark, storm  等4.有海量数据的处理分析经验，精通SQL调优5.熟悉金融行业，对金融业务有深度的理解6.有互联网公司数据架构师和BI相关经验优先7.理工科大学本科以上学位，有很强的逻辑性和条理性8.要求良好的英语沟通能力，海外留学或工作背景优先。9.责任心强，细致耐心，有优良的沟通技巧",民营公司,150,500,互联网/电子商务
售前客服,湖北云商云仓供应链管理有限公司,无工作经验,大专,武汉-硚口区,3000,4000,1、在这里，您是资源的分享者，您即时将资源采集上传到平台，就能第一时间传递给更多的需求者2、在这里，您是管理员，信息认证需要您的核实，异常数据需要您的监控，整个后台需要您管理把关3、在这里，您是行业专家，可直接与平台渠道代理商沟通处理相关业务我们的平台只差一个你，期待你的加入！！！岗位要求：1、 普通话标准，具备优秀的沟通能力2、具备优秀学习能力，有团队合作意识及客户服务意识3、 诚实可靠，性格开朗，愿意踏实做事情，对工作有强烈的责任心,民营公司,50,150,"互联网/电子商务,交通/运输/物流"
物流专员,杭州小农网络科技有限公司,1年经验,大专,广州-白云区,4500,6000,1、品质控制：对入仓及在仓商品进行品质检验，确保质量达标；对不合格商品进行反馈，并跟踪采销部门完成异常处理流程。2、库存管理：对在库及出入库商品库存进行管理，确保实物数量与系统数量一致；对超期商品库存进行预警，并跟踪采销部门完成异常处理流程。3、监督物流服务商实施SOP，并不断优化更新。4、在仓配现场发现问题解决问题。岗位要求：1、工作态度细致认真2、具备基本的做账能力，每月做好仓库盘点，保证账物的准确性3、良好的道德素养，责任心和很强的执行力4、有相关财务工作经验者优先或者有会计相关工作经验者优先,创业公司,150,500,互联网/电子商务
会议讲师（底薪8000+奖金）,河南鑫赑贸易有限公司,2年经验,大专,郑州-郑东新区,10000,15000,一、工作职责：1、负责现场会销工作及产品知识的专业性讲解。2、根据场合、客户群体编写推广演讲稿及演示课件或调整讲课内容。3、把控会议现场整体气氛及节奏，并现场答疑咨询。4、根据公司业务目标、制定会议营销方案和计划，并负责执行。5、配合相关部门，对会议营销的重点客户进行引导，对业绩负责。二、任职要求：1、年龄25-35岁，形象好气质佳；2、有控场力、互动性强、有亲和力和感染力，具有丰富的会场销售演讲经验，超高的促成交易的能力；3、用于至少三年以上会销讲师经验及舞台演讲经验，擅长演讲、营销策划、执行力、沟通力强；4、具有一定的销售敏感度和市场分析能力，具有健康，美容行业讲师经验优先考虑。三、薪酬福利试用期：底薪6000元—8000元+奖金五险一金、带薪年假、定期体检、员工旅游、节日福利等,民营公司,50,150,"金融/投资/证券,互联网/电子商务"
电商运营部部长,亳州中药材商品交易中心有限公司,5-7年经验,本科,亳州,12000,24000,1. 负责电商平台网络推广策划、执行及销售指标的达成；2. 负责制定年度电商销售方案和指标，并确保方案顺利执行，完成企业交给的全年销售指标；3. 负责电商平台的运行管理，保持和相关电商平台服务商的沟通及平台商户交易纠纷处理；负责网站营销数据分析，包括客户需求分析，使用习惯分析，推广效果评估。1.专业要求：本科以上学历，电子商务、市场营销、工商管理等相关专业；2.工作经验：五年以上电子商务工作经验，熟悉电子商务操作流程、业务模式；3.任职要求：有电商运营管理工作经验，对医药电商有独到见解；4.对在网上推广产品有灵感、有创意、有思路，能够独立策划编写网站推广活动方案；5.有医药电商或快速消费品网络营销经验者优先。,上市公司,150,500,"金融/投资/证券,制药/生物工程"
人事行政专员,上海安擎商务咨询有限公司,无工作经验,大专,上海-普陀区,4500,6000,岗位职责：1、利用各种招聘渠道发布招聘信息，并进行简历甄选、面试邀约。2、负责员工入、离职等手续的办理及档案管理；针对离职员工进行离职原因的统计，并做好离职面谈记录。3、负责员工考勤汇总、核对与反馈。4、负责公司固定资产及各类办公用品的采购、管理与维护；以及日常行政费用的申请与缴纳。5、负责办公设备与环境卫生检查、管理。6、负责公司企业文化的宣传、落实、推进。7、负责公司各部门团队建设的统筹。任职要求：1、人力资源、文秘、电子商务等相关专业优先，有过人事、行政或经理助理工作经验优先；2、熟练使用办公软件；3、勤奋踏实的工作态度及良好的沟通能力；组织能力强，能独立解决问题；有强烈责任感，工作积极主动，认真细心；执行能力强。,合资,50,150,"专业服务(咨询、人力资源、财会),公关/市场推广/会展"
财务会计专员,重庆集呐网络科技有限公司,1年经验,大专,重庆-渝中区,3000,4500,岗位职责1、 根据原始凭证填制记账凭证，审核记账、结账；2、 绩效考核计算以及出具相应内部分析报表；3、 根据财税要求及时编制各类报表以及申报纳税；4、 凭证装订以及保管；5、 其他财务相关工作。任职要求：1、大专及以上；2、会计相关专业；3、初级会计师；4、头脑灵活，学习能力强；5、有跨境电子商务行业工作经验优先。,民营公司,50,50,"互联网/电子商务,贸易/进出口"
文案策划,重庆小螺帽网络科技有限公司,无工作经验,大专,重庆,3000,4500,岗位职责1、根据公司营销策略和方案，撰写宣传资料和相关活动文案；2、根据公司产品、服务规划，编写产品、服务广告和宣传文案；3、负责活动文案撰写，独立完成各项文案及相关文字工作；4、负责项目推广执行涉及的相关软文及配图文案的撰写；5、为各项活动提供强有力的文案支持，能出色展现策略点的精髓。任职资格1、具备独立撰写相关市场策划、营销策划方案的能力；2、了解产品定位及推广、活动策划等行业运作环节及流程；3、具有较强的策略性、创造性，较强的语言掌控能力及较好的文字功底；4、对品牌推广及管理有较强的执行能力；5、创意能力强、思维敏捷、善于沟通、具有良好的语言表达能力；6、市场营销学、广告学等相关专业尤佳；,民营公司,50,150,"互联网/电子商务,广告"
网络运营助理/电商运营助理,深圳市伊人尚商务有限公司,2年经验,中专,深圳-龙华新区,3500,7000,1、负责自营电商平台客服部+运营部日常管理事务；2、推动各项业务进展，提升营运效益，确保运营目标实现；3、制定部门工作计划，监督、指导团队进行工作，实现部门高效率运作；4、对团队进行绩效考核，培养和发展员工；5、配合市场活动，带动品牌宣传，利用自身网站资源开展对外合作。岗位要求：1、专科学历以上，2年工作经验，同时具备至少2年电商运营与客服管理经验；2、有知名品牌在淘宝，天猫或者京东和苏宁等电商平台运营和管理工作经验者优先。,民营公司,50,50,互联网/电子商务
课程顾问,河南天华教育科技有限公司,无工作经验,高中,郑州-高新区,4500,6000,公司愿意培养人才！注重人才的培养！挑战高薪，你就来！可接受应届毕业生！！！1.通过一定的平台发布学校信息2.对于主动咨询的客户进行学校相关信息的讲解3.对于已报名的和有报名意向的学员进行信息的跟踪4.能主动的发现潜在客户促成报名招生客服薪资计算：底薪+奖金+绩效+高额提成（8%-20%）公司现有两层写字楼规模，员工近300人公司为你提供广阔的发展空间！！！能力突出并被提拔为经理级别的，可以申请配车！！！福利好，发展前景好！等你来！！联系人：史老师,民营公司,150,500,"教育/培训/院校,互联网/电子商务"
对日开发公司助理（项目助理）,北京北方新宇信息技术有限公司,1年经验,本科,成都,3000,4500,アシスタントLV1岗位招聘需求（1） 熟练的日文办公环境下文档管理、规划、翻译能力；（2） 有良好的听、说、读、写的交流能力，日语一级或二级；（3） 具有较强的理解与表达能力，能正确理解公司的业务和客户的需求；（4） 对待工作有较强的责任心，耐心与忍受力；（5） 优秀的日语知识基础和应用能力(日语一级)，具备语言学教育水平，大专以上学历；（6） 熟练使用办公软件；（7） 具有一定的培训教育计划、组织、协调能力，良好的协作沟通能力。；（8） 热爱日语教学工作。工作要求a.按照上级的要求，担当项目内业务和社内业务的做成。b.配合上级做好项目内勤等管理。c.负责公司日语培训的实施。d.完成上级交代的其他任务。①上司からご指示に基づきPJまた会社の業務を担当する。②チーム内業務？スケジュールを把握して、上司に報告する。③社員の日本語教育を担当する。④上司から他の任務を対応する。福利待遇：1. 横纵向发展空间；2. 专业能力与绩效匹配的薪酬体系；3. 按法规要求提供五险一金；4. 提供节日礼金、生日会、Team Building、旅游、体检等多种人性化的福利措施；5. 丰富、活跃的公司活动（电竞战队、篮球队、足球队等）。,外资（欧美）,1000,5000,"计算机软件,互联网/电子商务"
Amazon英语客服（运营）,深圳市微商时代科技有限公司,1年经验,本科,深圳-南山区,6000,8000,"岗位职责：1、接受公司培训后，处理相应的跨境平台关键词分析、产品描述撰写、市场调研、产品上下架处理等等事宜。2、回复客户邮件，与客户进行有效沟通，解决客户售前、售后的所有问题。3、处理客户订单，跟踪订单进展状况，确保订单的按时完成。4、处理客户投诉与纠纷，提高账户好评率，完成数据统计和处理，保持账号良好运行状态5、中差评以及争议的预防,跟进和解决，跟进客人投诉与产品售后问题。6、处理各种客户反馈情况，保持账号健康，及时反馈，促进客服工作规范。7、完成上级交给的其它事务性工作。任职资格：1、本科及以上学历，英语类、电子商务相关专业；2、具备英语4、6级或同等水平以上，读写能力强，具备口语交流能力；3、速卖通、EBAY、亚马逊、WISH、敦煌网等外贸平台管理经验优先考虑， 熟悉平台运营规则，能够独立处理后台事务。4、谦虚好学，努力上进，具有良好的客户服务意识及较强的团队合作精神。注：此职位在宝安上班，可接受内部调岗，往电商运营方面发展",民营公司,1000,5000,互联网/电子商务
WPF开发工程师,湖南元知网络科技有限公司,1年经验,本科,长沙-岳麓区,6000,10000,1. 负责公司软件产品的详细设计和开发工作；2. 与后端开发工程师协作完成界面的交互及数据展现；3. 协作进行产品的体验及优化工作；4. 严格按规定的流程、标准及规范进行代码编写；任职资格：1、2年以上WPF开发工作经验，熟练掌握WPF、C#编程；2、熟练掌握Blend等快速原型开发工具；3、精通.net框架，熟悉MVVM架构、WPF自定义控件开发；4、熟练应用WPF特性，对内存处理有较强的认知；5、熟练掌握XAML语言；6、了解并能够使用MySql数据库进行简单操作；,民营公司,50,150,"计算机软件,互联网/电子商务"
自媒体编辑,北京中幻创想科技有限公司,1年经验,大专,北京-昌平区,6000,10000,岗位职责1、负责策划并组织团队完成与公司业务主题相关的原创自媒体发布文章，建立原创文章策划及编辑模式；2、负责策划公司平台的推进业务发展的主题活动；3、组织建立公司新媒体原创文章团队；4、关注互联网潮流时尚段子，能够敏锐的吸纳热点信息，并快速完成有传播力度的策划文案任职要求1、潮流文青达人，文案能力出色；2、思维敏捷、计划周密，注重细节；3、对新鲜事物永远怀揣纯真的好奇心；4、非常熟悉微信，微博新媒体的文案策划，需提供过往成功策划案例。5、请提交个人独立完成的自媒体文章或独立运营的微信公众号，发送至邮箱：zhcxhr@126.com,民营公司,50,50,"互联网/电子商务,影视/媒体/艺术/文化传播"
法务助理,上海益玩网络科技有限公司广州分公司,无工作经验,本科,广州,4000,6000,岗位职责：1、对法务部各类案卷材料等进行归档和保管；2、协助管理公司的各类证照；3、负责各类资质申报，协助与业务部门的工作对接；4、协助部门负责人开展合规建设。任职要求：1、法学本科毕业；2、有良好的沟通能力及亲和力；3、踏实细致，工作主动性强、条理性强；有耐心、责任心及上进心；4、遵守职业规范，严守商业秘密，能够承受工作压力；5、通过国家统一司法考试者优先考虑；6、有互联网及游戏公司实习（或工作）经验者优先考虑。?福利体系：薪资待遇：提供具有市场竞争力的薪酬；每年两次加薪及晋升机会。丰厚奖金：绩效奖金、全勤奖、工龄工资、年终双薪。六险一金：养老保险、医疗保险、工伤保险、失业保险、生育保险、补充商业医疗保险及公积金。各项活动：丰富的文体活动、每周健康保健、部门经费、年度体检、每年2-3次公费旅游技能培训：专业能力培训，迅速提升自己的专业技能及职场竞争力。其他福利：免费提供下午茶、晚餐，有偿提供营养早餐及宵夜，节日礼金、节日活动奖品、生日礼品等。,民营公司,150,500,"网络游戏,互联网/电子商务"
采购主管,石家庄一舒广告有限公司,1年经验,中专,石家庄,3000,4500,1、熟悉和掌握公司涉及到项目所需要的产品的名称、型号、规格、单价、用途和产品；2、负责日常物资采购工作，编制采购计划，制定采购预算；3、收集市场信息，建立多渠道资源平台，做好采购前期询价、议价；4、与供应商谈判，明确付款方式及交货时间，办理结算；5、采购进度追踪，市场调研，供应商评价；6、负责比较供应商的报价和整理供应商资料；7、询价完成后做好总结，及时归纳供应商资料和产品价格；8、配合各部其他临时安排的工作；9、完成上级主管交办的其它工作。,民营公司,50,50,"互联网/电子商务,办公用品及设备"
天猫活动运营,劲霸男装（上海）有限公司,2年经验,大专,上海,8000,10000,岗位职责：1、具备天猫各项活动跟进经验（官方活动、聚划算、淘抢购、淘金币等），包含活动报名、图片准备与设计沟通、执行跟进、赠品或权益的发放；2、根据负责店铺实际情况，初步活动策划，活动力度把控，商品选择；3、根据店内商品动销情况，制定针对性的营销活动（自主做活动）；4、微淘粉丝活动策划。岗位要求：1、对天猫平台各种活动的规划及要求必须熟悉；2、与小二有丰富对接经验；3、思维灵活，有天猫店铺自主活动策划经验优先；4、有一定的文字功底，办公软件熟悉。,民营公司,10000,10000,"服装/纺织/皮革,批发/零售"
出纳,北京博大方舟商贸有限公司,无工作经验,大专,北京-朝阳区,3000,4500,岗位职责1.负责全国VR体验店的数据统计工作。2.辅助财务经理做好其他相关工作。任职要求1.本科或以上学历，财会，统计相关专业优先。2.精通办公软件。3.人品端正，性格开朗善于沟通，细心，对工作认真负责。,民营公司,50,50,"互联网/电子商务,金融/投资/证券"
HR主管,深圳电竞风暴科技有限公司,3-4年经验,大专,深圳-南山区,7000,10000,职位信息1、健全并完善公司的各项规章制度，规范岗位作业流程，对公共资源进行合理有效的整合；2、负责人事招聘计划和安排，及员工入职、在职及离职的管理；3、对公司组织架构的调整提供合理建议，规避人才管理风险，健全并完善公司的培训机制；4、负责公司人员档案，包括人事、培训及考核档案的建立和管理工作;5、发展并宣扬公司企业文化，建立公司相关的福利政策，提升企业文化内涵，丰富员工精神生活，增强员工对企业的归属感与团    队凝聚力；6、完成上级领导交办的其他工作。任职资格：1、熟悉人力资源六大模块的内容；2、全日制大专以上学历，三年以上人力资源相关工作经验；3、精通Office 软件，语言表达能力强；4、具有较强的适应能力、抗压能力、组织协调能力和执行力；5、能够积极主动开展工作，有良好的团队合作意识 。,民营公司,50,150,"网络游戏,互联网/电子商务"
市场专员,河南寿岳商贸有限公司,无工作经验,大专,郑州-金水区,4500,6000,请直接投简历，我们会在24小时内联系您！工作比较自由！让你感受到家一样的温暖，一起打拼！只要你有能力，就可以上位！都是一群有激情，有梦想的年轻人，比较有冲劲！来了，咱们一起打天下！未来是属于我们的！【公司是做什么的？】郑州岱岳企业管理咨询有限责任公司（以下简称岱岳集团）公司擅长国内、国际资本市场运营，是专门从事客户资产管理业务，目前运营成熟的项目有：新三板、跨境电子商务、医疗、教育。旗下有寿岳商贸，从事快消品的渠道招商，培训等业务。岱岳集团被同行誉为最具人性化管理的企业之一！【到公司需要做些什么？】1.收集整理客户信息，接收客户官网咨询信息并处理。2.负责公司官方信息发布，向客户传递公司产品信息。3.负责为客户提供理财的合理化建议，为客户实现增值服务。4.为客户提供优质满意服务，为公司创建良好的口碑。【对你的要求】1.有良好的职业素养及团队协作意识；2.熟悉现代通讯设施等基本操作；3.工作主动性强，耐心细致，有责任心；4.有良好的市场分析能力，具有开拓创新精神；5.欢迎应届生加入，公司提供一对一的培训，使您受益良多。【晋升制度少不了】晋升之路：业务代表—储备经理—团队经理—分公司总监（有能力者可跨级升职）【最重要的工资待遇到底是什么样的？】1.无责底薪3100+高提成+双休住宿2.每半年一次提薪+三个月内部晋升+生日礼品+杰出新人奖+创新奖+多样现金奖励+带薪婚嫁+带薪产假+带薪陪产假+结婚礼包+每月一批团队经费+每季度2-3次公司聚餐+节日福利.年终大额过节费更有iPhone8x、苹果电脑等你3. 放假都是跟党走，一天都不会少，而且还是带薪休假！4. 生日礼物，新年红包，烧烤活动，定期团队聚餐应有尽有，只有你想不到的，没有我们做不到的。上班时间： 上午9:00-11:50下午：2:00-6:30（周一到周五）-------欢迎年轻  有热情  有才华的你加入我们！联系方式：17734799215工作地址：金水区北三环经三路鑫苑金融广场金座2107,民营公司,50,150,互联网/电子商务
财务一名（办公地上海）,上海棠煌网络科技有限公司,1年经验,大专,杭州-余杭区,4000,6000,【岗位职责】：1、申请票据，购买、开具发票，准备和报送会计报表；2、现金及银行收付处理，制作记帐凭证，银行对帐，单据审核，开具与保管发票；3、财会文件的准备、归档和保管；4、固定资产和低值易耗品的登记和管理；5、负责与银行、税务等部门的对外联络；【任职资格】：1、财务，会计，经济等相关专业大专以上学历，具有会计任职资格；2、具有扎实的会计基础知识和一年以上财会工作经验，3、 熟悉现金管理和银行结算，熟悉金蝶财务软件的操作；4、具有较强的独立学习和工作的能力，工作踏实，认真细心，积极主动。责任心强，积极完成上级领导交给的各项工作。熟练操作office办公软件。福利：五险一金，周末双休，工作地址：长宁区，交通便利，紧邻地铁2号线，10号线。,民营公司,50,50,互联网/电子商务
外教助理/班主任/英语老师,杭州旦悦科技有限公司-abc360,无工作经验,大专,杭州-滨江区,8000,10000,"工作职责:1:电话或者微信等形式及时了解学生学习和生活状况，做好跟踪反馈工作。2:线上对学生的学习状况做出分析，指定辅导计划与方案。3:电话或者微信等形式为学员提供良好的教学服务体验，通过服务促成续费和转介绍。4:及时处理教学事故，在特定情况下与外教管理等跨部门进行必要的对接。5：学生班级群的运营，包括每周作业的收发和作业点评。任职要求:1:专科及上学历，英语四级及以上，发音标准，能简单的日常沟通。2:良好的沟通能力，热爱教育事业，有教育培训经验优先。3:有高度的责任心，客户服务意识及学习能力。抗压力强。薪资待遇：试用期3000底薪+500-800绩效+续费提成+奖金，新人保护期再加1500元住房补助，转正底薪（3000-5000）+绩效+提成奖金，助教平均薪资8000-12000，Top  10-15k,上班时间13：00-22：00，做五休二，五险一金，节假日三薪，年终奖、孝基金、员工学习发展基金、免费英语培训、下午茶等等公司位于杭州滨江5A写字楼，内有健身设施，游戏设施，淋浴间，母婴室，过万方办公面积，年轻充满 朝气的互联网团队等待你的加入！",民营公司,500,1000,"教育/培训/院校,互联网/电子商务"
