职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
IT 系统工程师,重庆翊宝智慧电子装置有限公司,3-4年经验,本科,重庆-渝北区,5000,8000,1. 责任心强，执行力强2. 细心，专注，具有信息安全意识3. 需服从主管工作安排，配合生产加班和夜班轮值任职要求：1. 计算机相关专业，本科以上学历，有意愿从事信息系统管理者优先2. 须精通Windows server和Linux操作系统的安装、维护、管理3. 须熟悉HP、Dell等主流服务器产品的安装、维护、管理4. 熟悉Windows domain管理，Microsoft Exchange server、File server、Web IIS server、ISA server、Printer server等应用系统的安装、维护、管理者优先5. 熟悉Vmware平台系统安装、维护、管理者优先6. 熟悉数据备份策略和备份软件(如：Symantec veritas系列)安装、维护、管理者优先7. 熟悉PRTG、Cacti、Big Brother监控软件维护、管理者优先8. 熟悉服务器系统架构，有独立建置服务器系统经验者优先9. 具有3~5年服务器系统管理经验，具备MCSE，VM，Liunx等相关认证者优先,外资（非欧美）,10000,10000,电子技术/半导体/集成电路
人事专员/行政专员/信息专员,恒大地产集团大连有限公司,5-7年经验,本科,大连-沙河口区,10000,15000,工作经验7年以上薪资待遇：9500元/月起招聘条件：27～40岁，人力资源、行政管理、信息系统管理等相关专业本科及以上学历，第一学历本科毕业5年以上，5年以上相关岗位工作经验。请应聘者于2017年3月19日参加现场招聘会招聘会时间：2017年3月19日（9:00-16:30）地点：大连恒大公园大道项目销售中心（大连市开发区滨海大道与赤峰街交会处）咨询电话：39701718简历投递邮箱：hddlhr@evergrande.com请应聘者携带身份证、毕业证、学位证复印件，自备简历一份（内容包含毕业院校及专业、工作经验，附照片）招聘会现场乘车路线：星海会展中心会展路大连之夜、星海味道路边乘恒大地产大连公司招聘会专用车辆前往，早8:00开始循环发车，每整点、半点发车一次。,民营公司,150,500,房地产
售前工程师,深圳市中科新业信息科技发展有限公司,3-4年经验,大专,深圳-南山区,8000,10000,岗位职责：1、主要协助市场营销人员与客户进行技术方面的沟通与交流；2、负责公司产品线售前技术支持，包括产品讲解演示、方案撰写、投标协助等；3、及时了解与掌握客户真正的需求，引导客户熟悉了解本公司产品；4、根据客户需求替客户编写完整的解决方案，演示文档等促进销售。任职要求：1、大专以上学历，2年以上系统集成相关工作经验；2、精通网络知识 ，熟悉网络安全基本结构和网络安全产品体系；3、熟悉国内网络安全市场现状；能适应出差；4、具有较强的方案编写能力，较好的口头表达能力及客户沟通能力；5、持有信息系统管理师资格证书优先考虑。,民营公司,50,150,"计算机软件,计算机服务(系统、数据服务、维修)"
人事专员,广东英科集团股份有限公司,1年经验,大专,东莞,3000,5000,"岗位职责:1、协助日常人员招聘、考勤、行政服务与后勤总务的支持工作。2、协助制定、监督、执行公司人事管理及行政规章制度;3、负责维护公司HR管理系统的正常运行；4、完成领导交办的临时性工作。任职资格:1.大专以上学历，人力资源专业应届生（班干部或优秀毕业生优先）；2.具备1年以上人事管理工作经验者优先或熟悉人力资源信息系统管理者优先；3.须具备团队合作精神，工作态度积极，责任心强，认真、细致,有较强的亲和力，良好的人际关系处理能力、书面及语言表达能力和沟通能力；4、熟练操作相关办公软件。",民营公司,50,150,"印刷/包装/造纸,石油/化工/矿产/地质"
研究员（博士）,江西安驰新能源科技有限公司,无工作经验,硕士,上饶,6000,12000,"岗位要求：1、物理、工程热物理、化学、计算化学、电化学模拟、化工、高分子材料、材料、无机非金属、电子、电子电路、电气工程、机械自动化、机械设计、机械结构、机电一体化、流体力学、计算机控制、智能控制、通信、信息系统管理、数据库设计、工业设计及相关专业 ；2、硕士、博士及以上学历 ；3、熟悉锂电池、正极和负极材料隔膜、电解液或者参加过锂电池项目；4、35岁以下。咨询电话：0793-8829888,18870939155！",民营公司,500,1000,"新能源,电气/电力/水利"
IT运维工程师,心怡科技股份有限公司,2年经验,本科,苏州,4500,6000,岗位职责：1、执行仓库有关信息系统管理、电脑、网络管理方面的制度、操作流程，负责仓库有关IT设备和网络维护、资产管理方面、信息系统管理工作，确保系统运行的安全、完好，并协调、解决日常工作中出现的异常问题；2、负责物流信息系统在仓库的推广应用、培训、检查与考核；3、负责根据内外客户的业务需求，提供系统方面的数据支持服务；4、负责参与规范、落实仓库系统数据录入、维护和权限管理等工作，并定期进行检查、考核，将检查、考核结果向相关部门反映；5、负责仓库IT设备供应商的日常管理与考核工作；任职资格：1、本科以上学历，计算机类相关专业，两年以上IT设备、设施维修经验，掌握系统维护、检修、解决故障等知识；熟练掌握计算机设备管理知识，包括IT软件、硬件、网络安全管理、基础的程序开发等知识；2、精通系统管理与维护技能、系统故障解决技能、系统方案优化技能、IT设备、网络维护与保养技能、IT设备故障解决技能；具备IT设备、设施维修维护费等成本控制技能；3、身体健康、勤奋敬业、良好的沟通协调能力、为人诚实、细致、敏锐、责任感强，具有良好的服务意识；4、需接受出差或调动。,民营公司,5000,10000,"互联网/电子商务,交通/运输/物流"
PLM/PDM/CAPP 项目经理/实施顾问,四川银华世纪信息系统有限公司,3-4年经验,本科,成都,10000,20000,岗位职责：1、负责PLM项目（Teamcenter）实施相关工作，承担项目经理或实施顾问角色。2、基于用户的需求，编写需求调研报告、方案设计报告，并进行客户展示、业务培训等。3、在PLM系统中根据用户的业务需求并按照方案设计进行系统配置和实施，包括测试环境搭建、数据建模、系统测试等内容。4、跟踪用户的使用过程，做好用户的维护服务工作。任职要求：1、全日制本科及以上学历，机械制造及自动化、计算机信息系统管理等相关专业，3年以上工作经验。2、在制造企业从事过产品设计、工艺设计或加工制造相关工作，能熟练使用CAD、CAPP等系统。3、熟悉制造业产品开发、工艺、制造等相关业务过程。4、实施过 Teamcenter 或其它同类PLM系统者优先。5、良好的沟通、表达能力及影响力，良好的文档编写能力。6、能适应出差，并承担工作责任及压力。公司福利待遇：1、工作时间：9:00-17:30，中午午休一个小时；周末双休、依法享受国家所有法定节假日，带薪休假；2、薪资待遇：高基本工资+绩效+项目奖励+年终奖3、公司每个季度都有旅游活动、节日都有福利哦4、公司为员工每年提供免费体检一次，为员工购买意外保险5、春节假期长，一般都是15天以上，而且都是带薪放假哦！,民营公司,50,50,"计算机软件,机械/设备/重工"
信息技术经理,浙江绿城建筑设计有限公司,3-4年经验,本科,杭州-西湖区,150000,200000,岗位职责：负责公司IT管理体系的搭建和维护全面管理公司软硬件体系配合公司相关主管领导完成公司信息化管理的其他各项相关工作任职要求：服务意识强，情商高有三年以上中大型公司相关信息系统管理经验的优先录取计算机或信息工程类本科专业毕业的优先录取有设计相关行业IT体系管理经验，对Autocad、revit等设计相关软件有管理经验的优先录取（全日制统招本科及以上）,民营公司,500,1000,建筑/建材/工程
高级项目经理,易招标-互联网招投标的领导者,5-7年经验,本科,北京-西城区,15000,25000,职位描述：1. 完成售前支持工作（包括业务交流、系统演示、投标文件编制、现场讲标、协调内部支持部门资源调用），以获得项目承建机会；2. 带领项目团队完成项目全过程的管理工作（启动、需求收集、系统设计、开发及测试、上线及试运行、项目终验等），以确保项目成功实施；3. 向产品研发部反馈项目通用需求，以便标准产品更新迭代；4. 认可并宣扬公司核心价值观，以增强团队凝聚力和归属感，从而提高战斗力；5. 培养内部项目经理及团队骨干，进行人才梯队建设，以便满足部门随着业务范围扩大而对人员的需求。任职要求：1. 本科及以上学历，软件工程、计算机等相关专业；2.     5年以上IT行业工作经验，包括2年以上项目管理经验优先；3.     2个以上大型项目（百万级以上）的全过程管理经验优先；4.     精通软件系统开发流程；5. 精通软件功能设计及数据库设计；6. 精炼的文档编写能力；7. 熟练掌握项目管理专业知识；8. 熟悉招投标相关业务知识；9. 掌握软件及硬件系统集成知识；10. 了解java编程语言及oracle常用命令；11.   沟通协作能力优秀，工作积极主动、责任心强、吃苦耐劳，能承受较大的工作压力，适应出差；12.   具备PMP或信息系统管理师资质者优先。,民营公司,150,500,"互联网/电子商务,计算机软件"
信息主管（广州）,湖南家边购实业集团有限公司,2年经验,大专,广州-天河区,5500,6500,岗位职责1、落实公司信息系统管理制度和各项技术管理工作的要求。2、负责公司忘了设备的日常建设、维护、更新工作。3、负责公司忘了的维护，更新；为公司业务开展提供信息技术支持。4、指定应急计划，信息系统应急演练计划、信息系统维护计划、数据备份计划。全面计划等；并组织贯彻落实。任职资格：1、具有较强的逻辑思维能力及条理性，计划性2、具有良好的语言表达能力及文字书写能力3、具有良好的沟通能力4、具有三年或以上的相关工作经验，熟悉ERP系统,民营公司,1000,5000,"互联网/电子商务,快速消费品(食品、饮料、化妆品)"
ERP/U8系统数据维护员(职位编号：01),广东泰安模塑科技股份有限公司,2年经验,大专,广州-番禺区,4500,6000,"1. 负责对公司信息系统进行规划和有效的信息系统管理。2. 负责制定网络管理规程，优化网络结构，监控管理网络各种设备，做好维护、维修、故障及时处理等工作。3. 负责保障公司的信息系统安全，评估、控制风险并制定信息安全政策。4. 负责公司ERP系统推行及日常维护，确保数据的一个完整及准确性。5. 负责公司邮件系统、电话、网站的正常运行及安全管理。6. 负责对公司各部门文件数据进行备份，确保资料安全。7. 负责公司监控系统的正常运行，并做好数据管理及文件资料备份。岗位要求：1、 3年以上网络管理员相关工作经验，熟悉工厂运作流程,熟悉ERP系统操作(有用友U8经验者优先)。2. 具有较丰富的网络软、硬件知识，能完成网络的技术组建和技术支持等工作；具有较强的数据安全和保密意识，并有一定的数据分析能力。3. 能够独立对计算机操作人员进行技术培训和工作指导。4. 熟悉计算机使用部门的需求及软件编程。5.有责任心及团队合作精神。",上市公司,500,1000,汽车及零配件
行政经理J10045,上海蓝怡科技股份有限公司,5-7年经验,大专,上海-闵行区,8000,10000,工作职责:1、全面负责公司行政工作，确保公司正常的经营秩序；2、根据公司的运营机制、战略目标，优化公司的管理制度流程，并负责监督执行；3、全面负责公司行政事务，包括不限于：会议管理、车辆管理、固定资产、文控管理、办公用品、保安及后勤保障等事物；4、负责配合政府、工业园区或环保、安监等相关职能部门的检查及来访接待、招待及日常外联工作；5、负责根据公司的运营机制，优化公司的规范化管理体系，建立高效的内部运行机制；6、负责公司OA系统门户网站的维护，公司大事记、荣誉证书、年度行事历的维护和更新；任职资格:1、行政管理、信息系统管理、文秘、艺术设计等专业，大专以上学历；2、5年以上中型（300人以上）企业行政管理工作经验；3、熟悉公司行政管理系统，具备丰富的内部内控管理及内部运营机制优化工作经验，有成功的案例为佳；4、有OA系统管理工作经验者、有大型公司活动的策划与组织经验、有艺术审美及基础的平面设计技能者优先；5、具备高效的组织协调能力、执行力、沟通绩效、企业文化建设工作经验；,外资（非欧美）,150,500,"医疗设备/器械,制药/生物工程"
信息主管/专员,北京王府井购物中心管理有限责任公司,3-4年经验,大专,南充,3000,4500,岗位职责：1、维护保养购物中心PC机、打印机、POS系统、收款机，对前端POS系统的运行情况进行监督、检查，定期对POS系统进行维护升级，提供技术支持。2、对收银员及录入员等相关网络人员进行定期培训， 加强专业队伍建设， 提升信息的应用和管理水平。3、负责公司PC机、打印机的维护，简单维修，对提出问题部门进行及时的解答和解决问题，并将无法解决的问题及时向网络工程师汇报。4、备份系统数据，检测电脑病毒，处理一般性系统故障和设备故障。5、协助信息主管进行网络建设工作、监控网络安全，定期提交网络运行报告。6、对各部门的设备使用情况定期检查、维护，并对使用人员进行培训，指导其正确操作。7、负责信息部重要文件（ 复印件） 、 重要技术文本、 重要软件及公司购置的固定资产的保管。8、对公司的硬件使用情况提出合理建议或意见。9、完成领导交办的其它工作。任职资格：教育水平：大专（含）以上学历专业背景：计算机、信息管理类工作经验：1、 1年以上相关工作经验，有大型连锁企业或零售业工作经验者佳；2、 熟练掌握信息系统管理硬件与软件；3、 熟悉国家、地区关于信息方面法律法规。技能技巧：良好的团队精神。其它要求：1、 良好的团队精神；2、工作严谨、责任心强。,国企,10000,10000,多元化业务集团公司
高级系统规划师(职位编号：cms001561),招商证券股份有限公司,无工作经验,硕士,深圳-福田区,150000,200000,岗位职责:工作岗位：高级系统规划师工作部门：招商证券资产管理子公司工作地点：深圳岗位职责：1.负责研究国内外商业银行、证券公司（投资银行）、大型资产管理机构信息技术与IT系统发展趋势，完善公司信息技术对资产管理业务支持体系和能力建设，及时规划信息技术系统方向和实施路径；2.负责资产管理业务投资系统、风控系统、登记系统、估值系统及相关业务管理系统的统筹规划及管理；3.负责业务需求统筹管理，组织开发或引入行业领先的IT系统；4.负责组织实施并参与系统采购、系统需求的业务测试及验收。任职资格:1.35周岁以下，有丰富从业经历者可放宽至40周岁以下。2.计算机科学、软件工程、信息系统管理等专业全日制本科及以上学历，硕士研究生学历者优先。3.具备3年以上大型金融企业、金融软件开发企业或互联网企业软件开发、项目管理工作经验，或者证券行业信息系统（如柜台系统、资产管理系统、估值系统等）开发管理工作经验，熟悉证券、基金行业各类系统架构。4.具备金融行业的相关的知识，会计学、金融学等专业知识者优先。,国企,10000,10000,金融/投资/证券
网络工程师(职位编号：199),富士康科技集团上海园区 国基电子（上海）有限公司,1年经验,大专,上海-松江区,4500,6000,职位定义：1.系统设计及基础coding；2.信息系统管理；3.系统软硬件维护及作业；工作内容：1.日常通讯网络服务；2.网络专案规划实施；3.资讯机房日常点检；4.网络架构优化。任职要求：1.半年以上相关行业工作经验；2.熟悉网络工程专案的 规划与实施及相关标准；3.能承受一定工作压力，有较强的服务意识及团队合作精神。您可使用微信，关注【国基招募助手】，获得更快速招募服务；,外资（非欧美）,10000,10000,"通信/电信/网络设备,电子技术/半导体/集成电路"
信息技术专员,广东世纪达建设集团有限公司第六分公司,3-4年经验,大专,广州-天河区,4500,6000,任职要求：1．年龄区间：25—40岁2．学历要求：大专及以上学历，计算机、网络、信息管理等相关专业；3．技能要求：具备计算机软硬件、网络、数据库专业知识，有数据库语言使用经验，掌握SQL Sever 2005；熟悉企业信息化建设，熟悉信息系统管理与维护，具备系统二次开发能力，具备良好的沟通协调能力；工作严谨细致，责任心强，保密意识强。4．经验要求：3年以上企业信息化管理工作经验；工作职责：1.负责公司办公设备、办公网络维护与简单的维修；2.负责公司OA系统后台管理；3.完成临时安排的与网络、信息有关的相关工作。,民营公司,50,150,"建筑/建材/工程,家居/室内设计/装潢"
信息专员,深圳市顺祥商贸有限公司,1年经验,大专,深圳,6000,8000,1、负责开展信息项目规划及推广应用；2、 负责开展业务模式、流程的分析及改进，根据解决方案执行；3、 负责公司业务部门日常需求收集分析，协调相关人员修改、提升、完善现有业务系统，并进行相关实施推行工作，提升公司的实际使用水平；4、 负责公司软硬件系统功能测试、项目推广实施、系统应用提升；职位要求：1、大专及以上学历，1年以上的信息系统管理员经验、 具备信息系统管理知识；2、熟悉计算机专业知识，熟悉WINDOWS、UNIX等操作系统，SYBASS、SQLSERVER、ORCALE数据库技术、熟悉一定的软件开发技术，熟悉金碟K3 cloud系统者优先3、具有一定的信息安全管理能力，较强的分析、解决问题能力；,民营公司,50,150,"贸易/进出口,家具/家电/玩具/礼品"
人力资源系统专员（HRIS）,中国长城科技集团股份有限公司,2年经验,本科,长沙-岳麓区,6000,9000,1. 负责收集、梳理人力资源各模块需求，协助完成 HR信息系统项目的业务需求分析、设计讨论及实施方案的制定与项目推进，确保业务需求在HRIS中落地实施2. 推动HR信息系统在公司的有效运行，负责和公司HR部门、IT部门、以及实施商的沟通协调3. 制定公司HR信息系统管理标准规范，负责系统的日常运营维护、系统权限和后台配置管理。4. 结合HR信息系统功能，牵头组织对现有公司人力相关制度流程进行优化。5. 定期进行系统核查，例如数据准确性、用户权限准确性、系统用户操作日志是否有记录等。任职要求：1. 2年以上相关工作经验，全日制大学本科及以上学历，计算机或人力资源相关专业。2. 拥有作为主要成员，SAP、用友、金蝶等HR信息系统项目的上线项目一次以上。3. 良好的书面沟通表达能力及计算机操作能力。4. 工作积极主动，责任心强，能在较强的压力下工作。5. 具有良好的协调沟通能力和团队合作精神。,国企,10000,10000,"计算机硬件,电子技术/半导体/集成电路"
财务部部长,四川华西集采电子商务有限公司,5-7年经验,本科,成都,10000,15000,岗位职责及主要工作：1. 协助制定公司财务发展战略；负责财务内控体系建设工作，组织建立和完善财务管理制度，建立财务管理体系和会计核算体系，并组织实施、不断优化；2. 主持公司财务核算工作，组织完成公司的会计核算、财务预决算、税务筹划、财务信息系统管理等；3. 主持公司资金管理工作，组织开展公司资金的筹措、拨付和管理，保证资金的安全；4. 负责公司财务管理工作，对公司各项财务开支进行监督和检查；5. 负责公司财务分析工作，及时掌握财务状况、制定、维护、改进公司财务管理程序和政策，以满足控制风险的要求；6. 对公司重大的投资、融资、并购等经营活动提供建议和决策支持，参与风险评估、指导、跟踪和控制；7. 负责与集团财务部、银行、税务等部门之间的沟通协调工作；8. 参与公司日常经营管理业务中明确需由财务部共同完成的工作；9. 负责部门团队建设及员工培养，制定财务管理相关指标，配合做好绩效考核管理；任职要求：1. 会计、财务管理、税务相关专业全日制本科及以上学历；中级及以上会计职称；2. 5年以上财务工作经验， 3年以上同等岗位工作经验；3. 熟练掌握企业会计准则、企业财务制度及流程，精通相关财税法律法规；4. 具有丰富的财务管理、投资管理、资金筹划与运用管理、税务筹划及成本管理能力；5. 具有国有大中型企业工作背景，具有注册会计师、注册税务师等资格者优先。,国企,50,50,"建筑/建材/工程,互联网/电子商务"
运维工程师,上海中估联信息技术有限公司,2年经验,大专,上海,6000,10000,岗位职责：1.	负责公司应用系统日常维护、系统环境等的管理工作。2.	负责相关应用系统的监控，日常检查，维护工作，保证系统的正常运行。3.	负责为各产业公司搭建虚拟机同时解答相关使用问题。4.	负责相关应用服务器的监控，日常管理，维护工作，保证系统的正常运行。5.	按照部门的规定完成日常的操作系统、数据库系统、中间件系统的数据备份工作。6.	负责操作系统、虚拟化系统等的版本升级工作。任职要求1.	计算机相关专业，专科以上学历；2.	2年以上IT从业经验；3.	熟悉win7、win10、server2012、redhat、mac；4.	具有一定网络知识，会配置WIFI等普通网络设备；5.	打印机、扫描仪设备故障解决；6.	熟悉域控；7.	熟悉邮箱；8.	对PC、服务器硬件有一定了解；9.	有应用信息系统管理经验者优先；,民营公司,150,500,"计算机软件,房地产"
票务系统工程师,星美控股集团有限公司,2年经验,本科,深圳-福田区,12000,20000,1、负责影院票务系统日常运维支撑，指导，培训和监督影院人员对票务系统的规范使用。2、负责业务部门的需求，进行技术实现方案的对接。3、整理售票系统日常问题与供应商良好沟通，给出合理解决方案。4、编写票务系统各类操作文档，协助影院培训部培训工作。5、协助部门经理负责统一规划影院信息系统项目的项目管理及建设。5、完成上级交办的其它工作。任职要求：1、计算机及相关专业，本科以上学历 ；2、2年(含)以上影院技术运维相关工作经验；3、熟悉影视行业票务系统（满天星、鼎新、火烈鸟，凤凰佳影，Vista等），会员系统，放映系统。能够熟练操作和管理售票系统，自助售票机系等信息系统。具有满天星票务系统使用经验的优先；4、熟悉影院业务流程，熟悉影院信息系统管理的规章制度和建设流程。5、具备良好的沟通管理和协调能力，能够果断且熟练的处理企业网络和信息系统日常问题的能力；6、诚实守信，敬业勤勉，有全局观、成熟的职业审慎性及保密意识。,上市公司,5000,10000,"影视/媒体/艺术/文化传播,互联网/电子商务"
信息部经理/IT系统管理（农产品供应链平台）,河南万世通实业有限公司,5-7年经验,大专,郑州,8000,10000,岗位职责：1、根据公司经营发展目标，做好平台系统建设和系统维护工作，确保平台系统有效运行；2、对系统功能需求分析、可行性判断、功能块描述、技术应用，建立系统功能框架、需求分析文档，逻辑思维导图；3、对接系统开发公司，跟进系统开发项目执行进度，沟通协调开发过程中遇到的问题；4、组织实施系统功能测试，沟通协调解决测试的问题，建立测试文档；5、系统实施使用管理，收集问题反馈，跟进解决，建立问题反馈与解决进度文档；6、根据公司的实际情况制定系统维护、权限分配管理、商城维护管理、商品维护管理、安全保障等管理制度、流程以及操作指引等，并组织实施培训。任职要求：1、本科以上学历，计算机、信息系统管理等相关专业；2、2年以上IT具体工作经验，有ERP实施管理经验或系统设计经验；3、具有良好的需求分析、项目控制、沟通协调能力；4、具备较强的逻辑思维能力，文字、语言表达能力；5、具有较强的时间管理能力，工作效率高，能够有效控制工作进度；6、高度的敬业精神及高涨的工作激情，团队合作精神，工作态度积极乐观薪资待遇：实行五级薪酬宽带制，7000-10000元，具体视能力而定。另有：住宿+餐补+奖金+股份分红+节日福利+旅游+成长空间大（半年一次晋升机会）,民营公司,500,1000,"快速消费品(食品、饮料、化妆品),互联网/电子商务"
会计主管,辽宁六福米业有限责任公司,10年以上经验,大专,沈阳-浑南区,6000,30000,岗位职责1：负责集团会计核算，包括总账，日常会计业务处理，凭证编制，会计报表编制2：负责财务制度制定，财务流程制定，审批流程审核3：负责具体报税工作4：配合财务预算，资金计划，税务管理等相关工作5：配合公司固定资产盘点，往来对账，合同款管理6：负责财务报表的管理工作，负责税务管理工作，负责会计信息系统管理工作7：负责分析及综合统计，出具分析报告8：团里财务团队，分配团队日常工作9：负责完成集团领导临时安排的事项任职要求1：本科及以上学历，一直从事会计工作2：通晓国家及地方财务法规，税务法规3：具有较强的团队领导能力4：具有较强的财务管理知识和技能，5：8年以上相关工作经验全新的公司，全新的团队，欢迎精英的您加入公司邮箱careers@lukfookgrain.com  ;投递请附全身像生活照一张,民营公司,150,500,农/林/牧/渔
IT经理,上海东昌企业集团有限公司,5-7年经验,本科,上海,15000,20000,岗位职责：1、  建立公司信息化管理操作规范和信息化管理制度，建立和管理公司计算机及IT设备技术档案；2、  根据公司发展战略，逐步拓展信息系统管理规范和深度，充分发挥信息化在企业管理中的积极作用；3、  负责公司IT资源基础设施（弱点工程、IT机房设施等）建设与运维保障；4、  负责管理公司服务器、网络设备，保证设备的稳定运行；5、  面向公司内部，提供标准化IT服务（桌面服务、技术咨询、会议支持等）；6、  负责公司信息系统数据备份、信息安全、泄露预防，保障数据安全；7、  公司IT类资产、资源的采购、维护与调配，日常管理；8、  负责公司信息化项目的系统建设，ERP/OA/EDOC等；9、  协调与集团子公司之间的工作沟通，了解他们的需求，用新技术和系统来解决他们业务上的问题，提高工作效率。任职资格：1、  计算机及相关专业，211院校全日制本科及以上学历，至少5年IT维护、网络、服务器管理经验；2、  精通计算机网络、软硬件安装与维护；3、  熟悉企业信息化管理、 OA/ERP等系统运维；4、  能进行企业网络架构规划和组织方案实施、能配置路由器、交换机、服务器等设备、掌握VPN/VLAN等网络技术；5、  熟悉计算机流行操作系统，熟悉SQL SERVER/ORACLE等流行数据库，掌握基本的SQL查询维护；6、  有较强的沟通能力和服务意识、善于沟通、能够灵活应对各种突发事件，具有较强的计划、组织、协调、实施、控制能力；7、  已定居上海者优先考虑。,民营公司,5000,10000,多元化业务集团公司
党务专员,国药控股湖南有限公司,无工作经验,大专,长沙,4500,6000,岗位职责：1、负责党建相关文件资料的草拟、上传下达和督办工作，做好相关文件资料的存档工作；2、开展党建学习、会议、活动的筹备和组织工作；3、负责党员发展、党员组织关系管理、党务信息系统管理、党员慰问、党费收缴管理等日常党务工作，协助基层党组织开展党组织建设工作；4、组织开展企业文化建设活动；5、协助开展纪检监察相关工作；6、协助开展工会相关工作；7、完成上级交办的其他工作。任职要求：1、大专以上学历，中文或管理类专业，预备党员、党员优先；2、具有较强的公文写作能力、语言表达能力，熟练应用各类办公软件；3、责任心和原则性强，具良好的团队合作精神。,国企,500,1000,医疗/护理/卫生
项目经理,上海劳勤信息技术有限公司,无工作经验,本科,上海-浦东新区,10000,30000,1.负责实施项目的整体规划、统筹和管理，确保实施项目范围、成本和进度达到既定目标。2. 负责具体项目的实施流程和管理工作；3. 参于项目的技术可行性评估等工作，提出落实意见；4. 负责项目质量控制和项目进度把控工作；任职要求：1、本科及以上学历，计算机、信息系统管理等相关专业；2、 三年以上软件项目实施或管理经验， 熟悉考勤、HR、ERP业从业经验的优先；3、 熟练应用SQL Server；4、具备良好的需求分析和方案设计能力；5、具有良好的质量意识及文档编写能力；6、具备良好的沟通协调能力，团队合作精神，责任心强；7、英文听说读写精通人员优先录用；8、 有同行业实施和项目管理经验者优先；,民营公司,50,150,专业服务(咨询、人力资源、财会)
销售代表,武汉长达系统工程有限公司,1年经验,大专,武汉,3000,6000,"岗位职责1、负责公司软件产品销售线索挖掘，客户业务需求沟通，产品演示和方案呈现，最终推动销售项目成交；2、负责市场信息的收集、分析、反馈与跟踪；3、负责客户关系的建立与维护，扩展新的商机；4、负责销售方案制定，产品选型推荐；5、有房地产、金融等行业信息系统管理软件销售经验的优先。任职要求任职资格1、专科及以上学历，工科类相关专业；2、2年以上销售工作经验,有外企销售工程师经历者优先；3、熟悉该行业产品市场，有相应产品销售经验，了解主流行业技术；4、具备较强的客户沟通能力和较高的商务处理能力，具有良好的团队协作精神；5、学习能力强，有挑战精神。6、团队合作精神，勤奋、踏实、敬业、善于学习和思考。7、优秀应届生亦可。",民营公司,50,50,计算机软件
系统运维专员,深圳市赢家服饰有限公司,无工作经验,大专,上海-长宁区,8000,10000,公司上海区域系统运维管理。1、负责上海办、上海仓库、苏南（周边区域）店铺办公网络、电脑的部署安装及日常运维管理；2、负责公司及店铺业务系统的日常使用支持和操作培训；3、公司总部IT相关项目实施对接。素质要求：1、大专以上学历，英语水平良好；2、两年以上大中型企业信息系统管理及桌面运维经验，有服装企业ERP系统管理使用经验者优先；3、工作严谨细致，性格开朗，良好的客户沟通能力和服务意识；4、有很强的团队合作意识，善于分析归纳、思考问题；5、对新技术的敏感，有良好的自学能力和态度。专业技能要求:1、精通windows等操作系统及相关办公软硬件的安装、操作与维护；2、具备网络基础知识，掌握相关网络设备配置及综合布线技术；3、了解相关零售行业业务流程，有ERP及相关系统使用经验；4、具有信息安全防范意识，对网络、系统安全的整体防范和应对措施有一定实践经验。,民营公司,5000,10000,服装/纺织/皮革
信息管理员,广州骏威房地产开发有限公司,3-4年经验,本科,广州-花都区,6000,8000,职位描述：1、负责公司各部门办公电脑、网络线路、传真机、复印机等办公、网络设备的维护和管理工作。2、整理电子数据，对系统服务器的硬件设备和软件环境进行管理、维护，报修，保证系统的正常运营3、负责网络的安全保密管理，信息存储备份与机房管理。4、协助上级领导制定和完善集团商业运营信息系统管理和操作各项制度及岗位流程梳理。岗位要求：1、***，23-40岁，大专或以上学历，计算机及信息科学技术等相关专业，有信息管理技术相关工作经验两年或以上。2、熟悉OA办公软件、ERP系统、乐天物业管理系统、地产行业蝶EAS软年、停车场收费系统工程，数据库及服务器等职的维护和管理。3、熟悉计算机及其周边设施（如：打印机、复印机、传真机、扫描仪、电子考勤机）软硬件的配置、安装、调试、维护和常见故    障的维修及固定电话网、局域网和外网的安装与维护。4、能够熟练地操作网络设备及商业运营信息管理系统的设置与管理。薪酬福利：1、参加城镇职工社会保险。2、每年为员工提供免费体检。3、公司定期提供员工培训及相关活动。,民营公司,500,1000,房地产
信息系统专员,广州越秀物业发展有限公司,3-4年经验,本科,广州,5000,10000,岗位职责：1、负责公司部分在用信息系统管理、配置、运维工作；2、参与和组织软件系统的需求分析、系统设计、开发、测试；3、协助跟踪信息系统项目建设进度，记录并跟踪问题，及时汇报；4、其他领导安排的工作。任职资格：1、有较强的逻辑思维、良好的沟通能力；2、有较强的责任心、做事踏实、肯学肯干；3、对新事物接受能力强，自学能力强；4、有ERP系统需求分析、实施、日常管理、日常运维的工作经验者优先考虑。,国企,1000,5000,物业管理/商业中心
系统运维工程师,华立科技股份有限公司,无工作经验,本科,杭州,4000,8000,"工作职责:1）与杭州华立和制造平台的MES和WMS系统对接。2）MES和WMS系统与SAP，PLM系统的接口运维。3）MES和WMS系统的二次开发。4）收集业务部门的需求，与其他同事一起制定MES和WMS的优化方案。任职资格:1.计算机软件，计算机应用，信息系统管理专业2.熟练掌握.net的开发技术，对常用的技术构架比较熟悉。3.熟悉ORACLE和SQLSERVER数据库开发技术，熟练掌握SQL语句。4.对制造业生产和物料流程比较了解，有MES,WMS系统运维经验优先.",民营公司,1000,5000,"仪器仪表/工业自动化,电子技术/半导体/集成电路"
